created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,tweet_url,location
Wed Dec 06 06:01:15 +0000 2023,1732279013689922028,Mantan pemimpin desa berkomitmen untuk mendukung perubahan positif bersama Prabowo-Gibran. https://t.co/oVbZwgzzNc,0,0,0,0,https://twitter.com/kevia_lynne/status/1732279013689922028,jombang
Wed Dec 06 05:44:59 +0000 2023,1732274917763432475,Mantan Kepala Desa bersama Prabowo-Gibran  karena kita percaya pada perubahan yang lebih baik https://t.co/hHyvUWqb5X,0,0,0,0,https://twitter.com/dudi_budi94570/status/1732274917763432475,nganjuk
Wed Dec 06 05:34:46 +0000 2023,1732272348076916765,Ratusan mantan kades mengiringi Prabowo-Gibran  menciptakan narasi positif untuk Pilpres 2024 https://t.co/4hlmS3wDGf,0,0,0,0,https://twitter.com/maharanialya22/status/1732272348076916765,jombang
Wed Dec 06 05:52:26 +0000 2023,1732276795406491915,Dukungan penuh dari mantan pemimpin desa: Prabowo-Gibran adalah solusi untuk perubahan positif. https://t.co/tDmL2aHm0i,0,0,0,0,https://twitter.com/yusuf208733/status/1732276795406491915,lumajang
Wed Dec 06 05:32:31 +0000 2023,1732271783464841435,Semangat segar mantan kades di Kota/Kabupaten Cirebon buat atmosfer positif untuk Prabowo-Gibran https://t.co/zQJzKZgwee,0,0,0,0,https://twitter.com/lelana_ristia/status/1732271783464841435,ponorogo
Wed Dec 06 05:34:42 +0000 2023,1732272331832352889,Kesatuan mantan pemimpin desa untuk perubahan positif: Prabowo-Gibran sebagai katalisator perubahan. https://t.co/0oUgi6JniP,0,0,0,0,https://twitter.com/fara1222398/status/1732272331832352889,pacitan
Sat Nov 04 01:21:35 +0000 2023,1720612220889887154,"@jokowi Mentang² prabowo-gibran jadi capres-cawapres terus sering nyebut pagi"" #JokowiMalinKundang https://t.co/WR8oUg3q5c""",0,0,0,0,https://twitter.com/winanto_siswoWP/status/1720612220889887154,malang
Wed Dec 06 05:38:11 +0000 2023,1732273209662419149,Prabowo-Gibran  memastikan setiap kebijakan tetap berpihak pada nilai-nilai kemanusiaan.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/aUM5os1D3v,0,0,0,0,https://twitter.com/kristantid930/status/1732273209662419149,magetan
Sun Dec 10 14:40:54 +0000 2023,1733859338425622815,Optimalisasi Program Jokowi  Prabowo-Gibran Berkomitmen untuk Melanjutkan  https://t.co/CkSyq62xCQ,0,0,0,1,https://twitter.com/aboutmalang_com/status/1733859338425622815,malang
Wed Dec 06 05:42:53 +0000 2023,1732274391860535299,Prabowo-Gibran  garda terdepan dalam memperjuangkan hak asasi manusia di Indonesia.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/FNg3rm3ytL,0,0,0,0,https://twitter.com/rismara89389678/status/1732274391860535299,nganjuk
Mon Dec 11 07:04:34 +0000 2023,1734106886889517398,Prabowo - Gibran seolah lupa  rakyat Jawa Tengah punya mata dan telinga untuk melihat dan mendengar kebenaran @adam_habibsuku  https://t.co/l2gikIJtbS,0,0,0,0,https://twitter.com/NurdinAliif/status/1734106886889517398,blitar
Mon Dec 11 06:59:16 +0000 2023,1734105550424776704,Prabowo - Gibran  jangan membuat pilpres seperti pertunjukan sulap  di mana segalanya bisa berubah tanpa alasan yang jelas @bayu_isWIND  https://t.co/L42uIHpHuP,0,0,0,0,https://twitter.com/mhmdgunaawan/status/1734105550424776704,kediri
Sat Dec 09 10:08:00 +0000 2023,1733428272078479371,Hanya Anies-Cak Imin yang Kritik IKN  Ganjar-Mahfud dan Prabowo-Gibran Sepakat Melanjutkan - https://t.co/uvpCdL6Uy1,0,0,0,0,https://twitter.com/Ponorogo_Berkah/status/1733428272078479371,ponorogo
Wed Dec 06 05:36:42 +0000 2023,1732272833504632855,Mantan Kades di Cirebon solid  pilih Prabowo-Gibran untuk kesejahteraan!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/MGJEcqNexM,0,0,0,0,https://twitter.com/janayudistira/status/1732272833504632855,trenggalek
Wed Dec 06 05:34:03 +0000 2023,1732272168111894990,Kontribusi penting dalam membangun kemenangan Prabowo-Gibran di tingkat lokal.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/RKeS5ltXmn,0,0,0,0,https://twitter.com/cyyntia12/status/1732272168111894990,batu
Mon Dec 11 06:56:50 +0000 2023,1734104939012755714,Prabowo - Gibran seakan lupa bahwa rakyat Jawa Tengah menghargai kejujuran lebih dari sekadar janji kosong @cepe_mtps  https://t.co/1iKNanOoW1,0,0,0,0,https://twitter.com/wndyristyan/status/1734104939012755714,probolinggo
Mon Dec 11 07:04:00 +0000 2023,1734106742735384781,Prabowo - Gibran  sebaiknya fokus pada visi nyata daripada menciptakan cerita karangan @Cutamine  https://t.co/wlj9hGBPl1,0,0,0,0,https://twitter.com/dessmelsar/status/1734106742735384781,blitar
Mon Dec 11 07:14:18 +0000 2023,1734109337453522987,Ganjar - Mahfud adalah harapan rakyat Jawa Tengah yang tidak terpengaruh oleh drama politik Prabowo - Gibran @cintaayahgepinn  https://t.co/QLXIXF47Kw,0,0,0,0,https://twitter.com/audyynzla/status/1734109337453522987,malang
Fri Nov 17 08:26:43 +0000 2023,1725430251558428885,Pemuda Asal Kota Malang merilis lagu untuk pasangan Prabowo Subianto - Gibran  Simak lagu seutuhnya  👇👇👇  https://t.co/xgxcfyh8b1 https://t.co/PfVhQxn6XK,0,0,0,0,https://twitter.com/imr_malangraya/status/1725430251558428885,malang
Mon Dec 11 07:10:28 +0000 2023,1734108372218315206,Warga Wadas tidak akan terlalu mudah terpikat oleh trik politik Prabowo - Gibran  karena mereka menghargai kejujuran @giovanha_o7  https://t.co/qdoyysrNnQ,0,0,0,0,https://twitter.com/lunaalmira74576/status/1734108372218315206,pasuruan
Mon Dec 11 06:56:57 +0000 2023,1734104967815078336,Jangan biarkan dongeng Prabowo - Gibran merusak citra politik yang seharusnya bermoral @AA4Twit  https://t.co/nrFvedPM9h,0,0,0,0,https://twitter.com/DeswitaSar/status/1734104967815078336,probolinggo
Sun Dec 10 13:19:18 +0000 2023,1733838804472197531,Keberanian Prabowo-Gibran untuk menghadapi tantangan menjadi inspirasi bagi masyarakat Surabaya yang juga berjuang dalam kehidupan sehari-hari. @faridwawaaa  https://t.co/vute4WMjZK,0,0,0,0,https://twitter.com/SusiLawaatii/status/1733838804472197531,batu
Mon Dec 11 07:04:02 +0000 2023,1734106752638206252,Pembohongan Prabowo - Gibran terkait dukungan Wadas di Pilpres 2024 hanya menggambarkan ketidakjujuran dalam mendapatkan dukungan rakyat @apisspikul  https://t.co/ph6cxhCAQt,0,0,0,0,https://twitter.com/MystiqueIr84864/status/1734106752638206252,pasuruan
Wed Dec 06 22:00:26 +0000 2023,1732520398951191007,Kualitas Prabowo dan Gibran rendah  rakyat jangan mau dipermainkan @Santynuryanti3 Belimbing Sayur https://t.co/Aqg1uklXqP,0,0,0,0,https://twitter.com/Yogamusnair/status/1732520398951191007,batu
Mon Dec 11 07:06:15 +0000 2023,1734107310291882280,Prabowo - Gibran  jangan seperti penjual obat palsu yang cuma bikin gebrakan iklan tapi nol prestasi @batara_muhlis  https://t.co/JoFxHfnQvQ,0,0,0,0,https://twitter.com/PatMaulana/status/1734107310291882280,malang
Mon Dec 11 07:12:59 +0000 2023,1734109006418034919,Rakyat Jawa Tengah takkan lupa bahwa kejujuran lebih berharga daripada trik politik Prabowo - Gibran @Faceless_vo1d  https://t.co/f9DmqoSdRj,0,0,0,0,https://twitter.com/tonybagassss/status/1734109006418034919,malang
Wed Dec 06 05:41:58 +0000 2023,1732274159139578050,Sinar harapan dari mantan kades  bersama Prabowo-Gibran  kita bisa mencapai kejayaan yang lebih tinggi!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GLuMltflqV,0,0,0,0,https://twitter.com/echanovian91297/status/1732274159139578050,bondowoso
Mon Dec 11 07:01:35 +0000 2023,1734106134964060265,Ganjar - Mahfud  pasangan yang diinginkan rakyat Jawa Tengah  bukan drama politik yang dijual oleh Prabowo - Gibran @AbdulHarist  https://t.co/MhzTpsxlNV,0,0,0,0,https://twitter.com/sitihamdia45295/status/1734106134964060265,probolinggo
Wed Dec 06 05:45:14 +0000 2023,1732274984058528072,Suara persetujuan dari pemimpin  Prabowo-Gibran diakui sebagai penjaga keamanan utama.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/svkXfuNSlw,0,0,0,0,https://twitter.com/WastutiAgn18794/status/1732274984058528072,purworejo
Mon Dec 11 07:13:03 +0000 2023,1734109020053717474,Prabowo - Gibran seharusnya belajar bahwa politik bukanlah panggung sandiwara untuk menipu rakyat @atapu3000  https://t.co/CtNGC8MsBX,0,0,0,0,https://twitter.com/DeniHerwantoo/status/1734109020053717474,probolinggo
Mon Dec 11 07:13:42 +0000 2023,1734109184441090496,Prabowo - Gibran seharusnya belajar bahwa kejujuran adalah pondasi yang kokoh untuk membangun dukungan rakyat @ArdhieRianda  https://t.co/IXkUQamvPv,0,0,0,0,https://twitter.com/IrisEclips49881/status/1734109184441090496,kediri
Mon Dec 11 07:15:20 +0000 2023,1734109597705900394,Prabowo - Gibran keliru jika mengira rakyat Jawa Tengah mudah terpengaruh oleh cerita karangan mereka @AndhykaNandaa  https://t.co/IPHDCXv5ks,0,0,0,0,https://twitter.com/AyuSahdila/status/1734109597705900394,madiun
Mon Dec 11 07:10:41 +0000 2023,1734108424957505966,Pemilih cerdas rakyat Jawa Tengah akan melihat melampaui klaim kosong Prabowo - Gibran dan memilih yang memiliki track record terbaik @dmsccr  https://t.co/vOXOaPOP7u,0,0,0,0,https://twitter.com/kevindimas86767/status/1734108424957505966,pasuruan
Mon Dec 11 07:01:41 +0000 2023,1734106160826143148,Prabowo - Gibran  dukungan palsu hanya akan merusak citra kalian di mata rakyat Jawa Tengah yang cerdas @alfhatpit  https://t.co/ey9Nt1jmav,0,0,0,0,https://twitter.com/NovaSky8179389/status/1734106160826143148,malang
Wed Dec 06 05:40:15 +0000 2023,1732273728724353364,Dukungan tulus ratusan mantan kades Cirebon untuk Prabowo-Gibran mencerminkan kebutuhan akan kepemimpinan yang berani dan tulus di Indonesia.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/uEjPRt6oH8,0,0,0,0,https://twitter.com/azura_ailee/status/1732273728724353364,malang
Mon Dec 11 07:18:15 +0000 2023,1734110329221808482,Pemilihan bukan ajang drama  Prabowo - Gibran seharusnya fokus pada kejujuran dan kinerja nyata @galangkurniaa  https://t.co/6ZBIkRycsR,0,0,0,0,https://twitter.com/RisnaSahira/status/1734110329221808482,blitar
Wed Dec 06 09:49:29 +0000 2023,1732336451369783358,Dukungan mantan Kades Cirebon mengalir tulus untuk Prabowo-Gibran! https://t.co/mOpPR7LJWS,0,0,0,0,https://twitter.com/HafidzRain36/status/1732336451369783358,trenggalek
Wed Dec 06 05:43:03 +0000 2023,1732274432293613829,Dukungan utuh dari pemimpin lokal  Prabowo-Gibran sebagai penjamin keamanan yang handal.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/1adl13ELlZ,0,0,0,0,https://twitter.com/AmongJ74254/status/1732274432293613829,malang
Wed Dec 06 05:37:38 +0000 2023,1732273069098664134,Ratusan Mantan Kades Cirebon yakin  Prabowo-Gibran pemimpin yang membangkitkan semangat!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/MAiPCDXCNs,0,0,0,0,https://twitter.com/sakinahyuna/status/1732273069098664134,trenggalek
Fri Dec 08 11:35:29 +0000 2023,1733087900949233739,Mantabbb... Gassss PrabowoGibran satu putaran,0,0,0,0,https://twitter.com/Esteht4war/status/1733087900949233739,malang
Mon Dec 11 07:04:00 +0000 2023,1734106743771414552,Prabowo - Gibran keliru jika mengira manipulasi akan membawanya meraih dukungan sejati dari Jawa Tengah @Adrasma  https://t.co/LLsaReJ3Gl,0,0,0,0,https://twitter.com/mhmmdzaki38/status/1734106743771414552,batu
Mon Dec 11 06:56:54 +0000 2023,1734104957346021873,Warga Wadas menegaskan bahwa mereka tak terombang-ambing oleh klaim palsu Prabowo - Gibran @faizullllllll  https://t.co/DFL6wd1Rxg,0,0,0,0,https://twitter.com/setiiawaan_rudy/status/1734104957346021873,batu
Mon Dec 11 07:14:32 +0000 2023,1734109393602678793,Rakyat Jawa Tengah tahu bahwa kualitas pemimpin tak dapat diukur dari seberapa sering mereka muncul di media  tapi dari kinerja nyata  seperti yang ditunjukkan oleh Ganjar - Mahfud @garagaraarga https://t.co/9YcFyEKJ1M,0,0,0,0,https://twitter.com/bambangwijaya71/status/1734109393602678793,pasuruan
Mon Dec 11 07:02:11 +0000 2023,1734106286130872509,Prabowo - Gibran  seolah-olah bermain catur dengan trik curang  tetapi rakyat Jawa Tengah mengetahui bahwa Ganjar - Mahfud adalah ratu yang sesungguhnya @amorokoo  https://t.co/g8MpmENNhw,0,0,0,0,https://twitter.com/watisriwti/status/1734106286130872509,pasuruan
Mon Dec 11 07:45:26 +0000 2023,1734117169628414407,Prabowo - Gibran  seberapa sering lagi kalian akan mencoba menipu rakyat Jawa Tengah dengan klaim tanpa dasar? @iwan2014gemini  https://t.co/ylJrX8DF6q,0,0,0,0,https://twitter.com/KikiSarmin55966/status/1734117169628414407,blitar
Mon Dec 11 07:15:51 +0000 2023,1734109726315844061,Warga Wadas menegaskan bahwa mereka tidak terlibat dalam drama pembohongan Prabowo - Gibran @Dimas2219801496  https://t.co/oZOe7tJaBx,0,0,0,0,https://twitter.com/ilonaayu64/status/1734109726315844061,madiun
Wed Dec 06 05:34:39 +0000 2023,1732272319438245938,Semangat persatuan! Ratusan Mantan Kades di Cirebon deklarasikan dukungan ke Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/PPSG7pSNtr,0,0,0,0,https://twitter.com/revandebran/status/1732272319438245938,lumajang
Mon Dec 11 07:03:45 +0000 2023,1734106682375225740,Dukungan warga Wadas seharusnya didasarkan pada kenyataan  bukan atas pembohongan Prabowo - Gibran @arankaru  https://t.co/QHPHmGdOv3,0,0,0,0,https://twitter.com/FirmanNgrhh/status/1734106682375225740,malang
Wed Dec 06 05:37:52 +0000 2023,1732273126850097285,Keberanian Prabowo-Gibran didukung oleh mantan kades  menjanjikan perubahan positif yang luar biasa!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GROajc0UGD,0,0,0,0,https://twitter.com/dewiputri333/status/1732273126850097285,batu
Tue Dec 12 01:48:43 +0000 2023,1734389785924653377,@MuhidinEman @_BangFu @azhariahrachman dia pendukung prabowo gibran bang btw,0,1,0,1,https://twitter.com/NebGalau/status/1734389785924653377,malang
Mon Dec 11 06:59:09 +0000 2023,1734105521781866779,Prabowo - Gibran mungkin mahir bermain politik  tapi kebohongan mereka akan terus terbongkar oleh kecerdasan rakyat Jawa Tengah @BacodSetn  https://t.co/yAtY0g42pl,0,0,0,0,https://twitter.com/nadyaaptriii/status/1734105521781866779,kediri
Mon Dec 11 06:56:51 +0000 2023,1734104946209890584,Prabowo - Gibran mungkin berharap dapat merayu rakyat dengan klaim tak bertanggung jawab @abil4ble  https://t.co/lvjJ1HqLJ9,0,0,0,0,https://twitter.com/putraangga_6/status/1734104946209890584,batu
Wed Dec 06 05:59:25 +0000 2023,1732278549393047861,Semangat perubahan yang signifikan terpancar dari fokus mantan kepala desa di Kota/Kabupaten Cirebon pada kepemimpinan Prabowo-Gibran. https://t.co/Ru3ALYvUVM,0,0,0,0,https://twitter.com/lita_ristia/status/1732278549393047861,purworejo
Mon Dec 11 07:01:43 +0000 2023,1734106169076338882,Prabowo - Gibran seolah menganggap politik sebagai panggung drama  di mana kebohongan bisa dianggap sebagai skenario yang sah @Caberawitpedas1  https://t.co/a28OsDATAE,0,0,0,0,https://twitter.com/raffiaditiyaaaa/status/1734106169076338882,batu
Mon Dec 11 07:03:58 +0000 2023,1734106734657245489,Rakyat Jawa Tengah bijak  mereka tahu mana yang benar  Ganjar - Mahfud adalah pilihan mereka @bu_thio  https://t.co/v3lfZlFOZs,0,0,0,0,https://twitter.com/ardanarr_/status/1734106734657245489,blitar
Mon Dec 11 07:10:36 +0000 2023,1734108402761293922,Prabowo - Gibran perlu menyadari bahwa kebohongan tidak akan membawa mereka jauh  terutama di mata rakyat Jawa Tengah yang cerdas @baddewa  https://t.co/PzMhNIJRnw,0,0,0,0,https://twitter.com/AgungDermaawan/status/1734108402761293922,kediri
Mon Dec 11 07:09:29 +0000 2023,1734108122896343473,Ganjar - Mahfud  bukan sekadar janji  tapi bukti nyata kepedulian pada rakyat Jawa Tengah @dumpiejenny  https://t.co/JgTLgJV7AD,0,0,0,0,https://twitter.com/CiitraaDestiani/status/1734108122896343473,madiun
Wed Dec 06 05:37:54 +0000 2023,1732273137516183982,Cirebon solidaritas! Mantan kades dan lurah dukung Prabowo-Gibran tanpa ragu! 💪👥   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/wBPVuEOuzz,0,0,0,0,https://twitter.com/mimin198920/status/1732273137516183982,magetan
Wed Dec 06 05:37:00 +0000 2023,1732272909312487933,Pangkat dan kepedulian: Prabowo-Gibran  membawa dua elemen ini ke dalam kepemimpinan dengan keseimbangan yang sempurna.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/Rk6L3Srto2,0,0,0,0,https://twitter.com/septianripan67/status/1732272909312487933,magetan
Wed Dec 06 05:54:33 +0000 2023,1732277327017713774,Perubahan yang diharapkan oleh mantan kepala desa di Kota/Kabupaten Cirebon terletak pada kepemimpinan Prabowo-Gibran yang menjadi fokus utama. https://t.co/GVb1D0GHba,0,0,0,0,https://twitter.com/CintaHamka28333/status/1732277327017713774,jombang
Mon Dec 11 07:07:08 +0000 2023,1734107530715111752,Rakyat Jawa Tengah tidak terpesona oleh karismanya Prabowo - Gibran  mereka lebih mencari pemimpin dengan integritas seperti Ganjar - Mahfud @Ekotoni3  https://t.co/wFv5YXRr28,0,0,0,0,https://twitter.com/NArjuansya94/status/1734107530715111752,malang
Mon Dec 11 07:01:28 +0000 2023,1734106107084464535,Prabowo - Gibran  jangan menciptakan ilusi dukungan yang tidak ada  rakyat Jawa Tengah tidak mudah tertipu @bluephories  https://t.co/wDZ6doH53e,0,0,0,0,https://twitter.com/mirzarayyy/status/1734106107084464535,madiun
Mon Dec 11 07:12:19 +0000 2023,1734108838465527997,Wadas menegaskan bahwa Prabowo - Gibran hanya memanfaatkan namanya  sementara hati rakyat Jawa Tengah telah bersatu untuk Ganjar - Mahfud @amorvfati  https://t.co/Yf3oIs9PdM,0,0,0,0,https://twitter.com/kikisatyaa/status/1734108838465527997,madiun
Wed Dec 06 09:29:44 +0000 2023,1732331477805985997,Kedaulatan ekonomi sebagai landasan utama Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/egPVkVMAUQ,0,0,0,0,https://twitter.com/tiffanybungaaa/status/1732331477805985997,kota pasuruan
Mon Dec 11 07:11:58 +0000 2023,1734108750305440239,Prabowo - Gibran seharusnya belajar dari Ganjar - Mahfud tentang bagaimana memenangkan hati rakyat dengan kejujuran @buahbuku  https://t.co/0moIVt9S9Q,0,0,0,0,https://twitter.com/wnddsukmaa/status/1734108750305440239,madiun
Mon Dec 11 07:10:56 +0000 2023,1734108486441808187,Prabowo - Gibran tampak lupa bahwa rakyat Jawa Tengah tidak mudah terkecoh oleh rekayasa politik yang berbau rekayasa @A73221Aji  https://t.co/U7A5Lwik4w,0,0,0,0,https://twitter.com/AmiyatiLinda/status/1734108486441808187,blitar
Wed Dec 06 11:46:30 +0000 2023,1732365896658960472,Dukungan yang luar biasa dari mantan kades dan lurah di Cirebon untuk Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/MtH3Rzroes,0,0,0,0,https://twitter.com/Kodirarok/status/1732365896658960472,batu
Wed Nov 15 05:53:11 +0000 2023,1724666837500375404,Resmi Ditetapkan KPU Dengan Nomor Urut 2  Partai Demokrat Jember Siap All Out Menangkan Pasangan Prabowo - Gibran Pada Pilpres 2024.   #DemokratS14P  #mudaadalahkekuatan https://t.co/VeStZjfrBq,0,0,0,0,https://twitter.com/DemokratJbr/status/1724666837500375404,jember
Wed Dec 06 05:38:27 +0000 2023,1732273276909666392,Suara rakyat terdengar di Cirebon! Mantan kades dan lurah memberikan dukungan penuh untuk Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/XQin4LgCID,0,0,0,0,https://twitter.com/MuharamRag14730/status/1732273276909666392,kota probolinggo
Mon Dec 11 07:01:56 +0000 2023,1734106222813712599,Ganjar - Mahfud telah membuktikan keberpihakannya pada rakyat Jawa Tengah  sementara Prabowo - Gibran hanya menawarkan sandiwara politik @elveselie_  https://t.co/7wtXjSpmtH,0,0,0,0,https://twitter.com/adityarivaldooo/status/1734106222813712599,batu
Wed Dec 06 11:32:53 +0000 2023,1732362472366174243,Suara Terwujud: Ratusan Mantan Kades dan Lurah Cirebon Bangun Dukungan untuk Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GVpmfRJRf1,0,0,0,0,https://twitter.com/mutiaclara33766/status/1732362472366174243,jember
Wed Dec 06 11:54:54 +0000 2023,1732368012504924459,Pemimpin lokal yakin  Prabowo-Gibran memiliki strategi hebat untuk menjaga keamanan.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/hciP2u9wrm,0,0,0,0,https://twitter.com/BintariRegi/status/1732368012504924459,kediri
Mon Dec 11 07:06:31 +0000 2023,1734107379074236506,Suara hati rakyat Jawa Tengah tak bisa ditipu oleh akting politik Prabowo - Gibran  mereka tahu siapa yang pantas memimpin  yaitu Ganjar - Mahfud @Ankhagg1  https://t.co/N4SRtWnA5Q,0,0,0,0,https://twitter.com/ErlanaJulianti/status/1734107379074236506,malang
Wed Dec 06 09:58:50 +0000 2023,1732338800846942515,Suara tegas para pemimpin  Prabowo-Gibran adalah penjamin keamanan yang unggul. https://t.co/OBMBztI2pg,0,0,0,0,https://twitter.com/andara71194/status/1732338800846942515,lumajang
Wed Dec 06 05:34:11 +0000 2023,1732272203084042458,Prabowo-Gibran  pemimpin berwibawa yang selalu mencari cara untuk mencapai peningkatan kualitas hidup rakyat.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/zKYby9xRG6,0,0,0,0,https://twitter.com/nisasekar167/status/1732272203084042458,kota probolinggo
Mon Dec 11 07:02:03 +0000 2023,1734106251049746942,Ganjar - Mahfud  pasangan yang menunjukkan bahwa kejujuran lebih berharga daripada cerita karangan Prabowo - Gibran @Alexan9976  https://t.co/xh8knCB1DA,0,0,0,0,https://twitter.com/dndamelia95_/status/1734106251049746942,blitar
Mon Dec 11 06:56:49 +0000 2023,1734104936676540842,Prabowo - Gibran perlu belajar bahwa memenangkan hati rakyat tidak bisa dilakukan dengan cara memutarbalikkan fakta @faisaldrty  https://t.co/u2nIr1OX1m,0,0,0,0,https://twitter.com/KiraniAria54059/status/1734104936676540842,malang
Wed Dec 06 11:41:19 +0000 2023,1732364591664189791,Suara hati ratusan mantan kades: Prabowo-Gibran  pemimpin yang membawa perubahan positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GcP7hdqIQt,0,0,0,0,https://twitter.com/KeziaMisara/status/1732364591664189791,legok
Wed Dec 06 05:32:49 +0000 2023,1732271858563838457,Ratusan mantan kades dan lurah di Cirebon memberikan dukungan penuh untuk Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/x1B0Z21kCu,0,0,0,0,https://twitter.com/nengsuryan95934/status/1732271858563838457,kota malang
Wed Dec 06 05:43:32 +0000 2023,1732274553643270618,Dukungan penuh mantan kades untuk Prabowo-Gibran  bersama-sama kita bangun Indonesia yang lebih kuat!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/e6a0k7nlsP,0,0,0,0,https://twitter.com/LaylaSalsa83756/status/1732274553643270618,kota pasuruan
Mon Dec 11 07:14:43 +0000 2023,1734109439001813121,Klaim dukungan palsu Prabowo - Gibran hanya menciptakan citra negatif  sementara Ganjar - Mahfud tetap teguh sebagai pilihan yang terpercaya @Axenions_  https://t.co/ciZ8yLppT5,0,0,0,0,https://twitter.com/alanalfard/status/1734109439001813121,malang
Wed Dec 06 11:36:17 +0000 2023,1732363326016143535,Prabowo-Gibran semakin di atas angin dengan dukungan mantan kades dan lurah di Cirebon! 💪🔥   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/C8ydi5QGMQ,0,0,0,0,https://twitter.com/nurlaeli_aiman/status/1732363326016143535,lumajang
Wed Dec 06 09:54:16 +0000 2023,1732337651800482269,Para pemimpin daerah mendukung  Prabowo-Gibran sebagai penjaga keamanan terdepan. https://t.co/SKQhmPmAmA,0,0,0,0,https://twitter.com/AlamsyahNyoto/status/1732337651800482269,sidomulyo
Sun Dec 10 14:18:53 +0000 2023,1733853799331369405,Program unggulan Prabowo-Gibran yang fokus pada peningkatan kesejahteraan masyarakat mendapatkan dukungan penuh dari Jateng. @Mhmdfdn  https://t.co/BqAfIp1WDd,0,0,0,0,https://twitter.com/yadiwulantoro/status/1733853799331369405,malang
